title,contents,date
이상한나라엘리스이벤 상점 아이템구매횟수늘려라,포인트쌓인다,2019. 5. 20. 월요일 07:03
망각의모래,망각의모래 구할수있게해주세요 게임내 구성품인데 구할수가 없어요,2019. 5. 20. 월요일 06:35
최악의 업데이트,불과 1~2년전. 직업변경권을 원했던유저가 지금 몇이나 있을까요 지금은 자리잡고 다들 애정가지고 열심히 육성하는데  혼란만주는 업데이트네요 오크출시당시에 나왔으면 몰라도 지금 너무 형평성에 어긋나며,2019. 5. 24. 금요일 22:22
아니 이벤트를 하라고만든거임?,아니 저번에 배트맨때는 자유롭게 들어가지더니 왜 이번엔 상그지처럼 만들어놓은거임?? 들어가질못한다고요 운영자님들아 생각이없는거에요?? 좀 말을 쳐 하면 쳐 듣기라도 하든가 ,2019. 5. 24. 금요일 11:08
엘나르간드 이벤보스인데 최대한참여가능,하게해주세요.. ,2019. 5. 24. 금요일 11:06
엘나르간드 입장채널 많이 만드세요!!!,이게 뭡니까??,2019. 5. 24. 금요일 11:05
이벤트 월드보스 심각합니다,채널을 늘려주셔야죠 바로 눌러도 입장이 안되는데.....,2019. 5. 24. 금요일 11:04
어쩌라고,1초컷에 입장못하는 이벤은 뭐냐. 채널안늘리냐. 좀 시발 이벤할때마다 스트레스 받게하지말자,2019. 5. 24. 금요일 11:04
아니왜자꾸 월보 잡을시간에 점검을하시,아니왜자꾸 월보 잡을시간에 점검을하시냐구요~~ 일하다 그시간기다리는데 그시간에 자꾸 점검때리면  역먹으라는거에요~~ 아~~ 점검은 몃번씩하는거에요 어제도 계속 점검띄우더니~~래블 문제가 많은감네요~~ 정확히좀헙시다요,2019. 5. 24. 금요일 10:46
다야 돌려주세요,초보라 다야 아끼다가 집혼 옵변 할인하길래 거금 150개 딱 누르는데 팅겼어요. 근데.. 다시 접해보니 다야는 차감되고 옵은 그대로에요.. 그리고 패치 후에 너무 튕기는데.. 저만 이런거 아니죠?,2019. 5. 24. 금요일 09:33
2차 전직 관련,카마엘이 나오는데,2019. 5. 24. 금요일 09:05
엘리스하얀토끼,한번더구매하게해여하루도되서 이미모두구매했는데6월5일까지필요하나,2019. 5. 24. 금요일 05:04
Gm님,이번에 월드보스 이벤트 예전처럼 일일 입장으로 해주세요,2019. 5. 24. 금요일 02:23
집혼석 옵션 변경 다이아.갯수,옵션변경 장비가 100개죠 집혼석이 300개죠  ...             수치를.조금 줄일때도 됬다고 생각 합니다. 차라리 3각성 +옵션변경을 200~300 개로 하고  5천개 쓰는데 1분도 안 걸린거 같아요. 아니면 갯수 안 줄여도 되니깐.옵션을 선택하게 해 주세요 집혼 옵변 100개 ,2019. 5. 24. 금요일 01:29
옵변 크저 안나옴,몇천개 때려박하도 하나가 안나오네 ㅅㅍ,2019. 5. 24. 금요일 00:33
입장횟수 별개로봤는데요,낮에 월보안가고 11시 이벤월보와 오르펜을 둘다 들어갔는데요.,2019. 5. 23. 목요일 23:48
이보게 개발새발자들아,오늘까지 모은이벤보스 입장권만 45장인데 하루에 들어갈수잇는 제한이 두번이다 그쟈?,2019. 5. 23. 목요일 23:29
이번 이벤보스 기획자는 해명하시기 바랍니다.,누구를 위한 이벤입니까? 아예 들어갈수 없게 해놓고 한대만 쳐도 먹는다고요?  정말 기가 막힙니다. 기획자가 누구인지는 몰라도 이번 일에 대해 책임을 지시기 바랍니다.,2019. 5. 23. 목요일 23:27
이벤월드보스 인원제한으로 못들어가는게 이벤트인가여?,"다른것도아니고  인원제한이걸리는건 넘한거아닌가영 ,, ",2019. 5. 23. 목요일 23:24
오펜잠수좀어떻게해주세요ㅡㅡ^,잠안자가면서오펜잡을라고 기다렸다가 잡는데 잠수하는인원때문에 이거5일째허당만치고,2019. 5. 23. 목요일 23:20
이벤 월보.....장난 똥 때냐!!!!,채널을 많이 만들어놓던가 해야지....,2019. 5. 23. 목요일 23:16
이벤월보,이벤트아니에요?,2019. 5. 23. 목요일 23:12
50명 입장...장난하세요?,50명입장... 장난하십니까? 그냥  마그나딘에  보스 솬  시켜 놓던가.. ,2019. 5. 23. 목요일 23:12
이벤보스장난하나,장난합니까 이게 무슨이벤트라고ㅋㅋㅋ,2019. 5. 23. 목요일 23:11
이벤보스머임,들어가지도 못하고 채널1개임?,2019. 5. 23. 목요일 23:10
보스매칭에 대해...,이벤트 보스잡을려니 제한인원이 다 차서 못들어간다고 뜨네요.. 11시 바뀌자 마자 입장 클릭했는데...... 이러다 이벤트기간 끝날때까지 한번도 못잡을 분위기네요.. 인원제한 풀면 안될까요?? 저번에 배트맨이벤트할때 나온 보스들은 인원제한 안걸리던데.. 그때처럼 입장할수 있게 해주세요..,2019. 5. 23. 목요일 23:10
이벤트를 똑바로좀...,11시 그것도 기간한정!? 입장불가??? 개념을 달나라로 보내셨어요???,2019. 5. 23. 목요일 23:08
이벤트보스이게멉니까,들어가지도 못하고 인원제한 짜증나게 머하는겁니까 이따위 이벤트 이게무슨 이벤트인지 아짜증나,2019. 5. 23. 목요일 23:04
아니 이벤트 보스를 이렇게 만들고 서버점검이라니...,기간 한정인데 인원차면 들어가지도 못하는데 기간한정하고... 모 이따구로 서버 패치를 하는건지,2019. 5. 23. 목요일 23:04
이벤트 월드보스..엘나르간드..,이거 너무 적게들어갈수있는거아닌가요? 못들어가게해놓으면 왜 이벤틉니까 ;; 인원 더늘려주셔야하는거아니에요?,2019. 5. 23. 목요일 23:04
아니 채널늘려야할판에줄이냐,서버통합했으면채널늘려야할거아냐 안그럴거면통합왜했냐 4개채널이오늘반토막나냐채널수가,2019. 5. 23. 목요일 22:06
동맹원정 중간보스 잡을때 밟힙니다,가디언이라고 보스가 밟는건가요?,2019. 5. 23. 목요일 21:27
삼성덱스 실행 가능하게 패치 해라,삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라,2019. 5. 23. 목요일 18:51
룬10퍼 확률은 몇번을해야하는거예요?,"룬 10퍼  몇일째  각인을한데  확률이  ,, 몇번을해야  성공인가요?",2019. 5. 23. 목요일 18:49
결투장 순위,결투장할때  순번좀 조정 안되나영,2019. 5. 23. 목요일 18:30
운영자 아티팩트세트갯수늘리라고 언제까지해야늘리는데,또다이아소비하게처만들어놓고 세트갯수는그대로냐시댕아,2019. 5. 23. 목요일 14:38
보조직업좀,어차피 직업변경권안줄것같고 메인직업에 같은 중갑  로브 경갑끼리 보조직업 맨들어서 스킬섞어쓸수잇게해주면좋을듯 보조직업은 레벨 1부터시작해서 원하는스킬 같이낄수잇게 저랩존이나 게임활성화되게 지금 이제거의매일같은거하는 느낌,2019. 5. 23. 목요일 12:21
오픈때랑 별다를게 없네요,오랜만에 복귀해서 저렙이고 저투력인데도 애정가지고 투자하며 키우고 있는데,2019. 5. 23. 목요일 09:24
강화초월 추천드림.+35까지.,3티어 이펙트를 더 초월에 초월할  일반강화 +35강.,2019. 5. 23. 목요일 07:14
아티팩트세트갯수3개이상안늘리고소환상자만들지마라,현질유도도정도가있지 장난도정도가있지 또현질하게처만드냐,2019. 5. 22. 수요일 22:31
이번패치에 덱스도 고쳐줘요,고쳐줘요 쫌,2019. 5. 22. 수요일 21:07
운영자점검 10시전에는끝내라고,지들편하자고한창접해야할시간에점검질이가 장난치나 한두번건의한것도아니고점검새벽에끝내라고 낮에점검질하는 거는넷마블뿐일거다 내일보자 전화로  수십번해서 일찍끝나게해줄테니까,2019. 5. 22. 수요일 20:26
이거 어디다 써야 할까요?, ,2019. 5. 22. 수요일 20:19
단검쟁이만 그러냐?? 몹이안맞아 칼이짧은거니??,붙어서때리면  몹이  좀  맞아야하는거아님???  자동으로  때리는데  데미지  안박히네?,2019. 5. 22. 수요일 18:32
유알장비는분해왜안됌,유알장비는왜분해안돼여?,2019. 5. 22. 수요일 17:37
복구기한지난 삭제케릭 복구할수있는 패키지만들어주세요,케릭 삭제후 복구기한지나서 복구못하는 케릭을 위해 복구패키지만들어주세요,2019. 5. 22. 수요일 15:47
다시 말씀 드립니다. 당신들이 운영정책을 만들었으면 그대로 시행하세요, ,2019. 5. 22. 수요일 15:07
뿔피리...마프르 지역 몹...,"뿔피리 먹고,,2배적용 받고..마프르 나오는 지역 몹을 3시간 잡아도..마프르 조각 하나 안나오면...뿔피리 2배적용이 맞긴하나여??",2019. 5. 22. 수요일 12:53
지하전당 개선바랍니다,지하전당 템드랍 확률 아데나 상향좀요 크게 메리트를 못느낌 몹은 엄청쌘데,2019. 5. 22. 수요일 12:23
아이폰xr 패치점 바랍니다,캐릭터가 일방적으로 너무 커요,2019. 5. 22. 수요일 11:59
아시온희귀참일반아가시온에도장착하게해라,10개가썩어간다 희귀참왜만든건데 일반아가시온에쓰지도못하는거어느돌대가리서나온거고,2019. 5. 22. 수요일 11:10
이봐 개발진들아 이거 어쩔껀데,니네 진짜 ******인거 알고잇나?,2019. 5. 22. 수요일 11:03
Bori)탐욕 전섭유저님께 건의드려요,안녕하세요,2019. 5. 22. 수요일 09:13
내가볼땐저거매크로,대상..1..핵과금은절대안잡는다,2019. 5. 22. 수요일 08:47
영웅의레시피 교환되게 해주세요,다른 레시피는. 다른 장비레시피로 교환이 되는데. 영웅악세레시피는 교환이 안되네요,2019. 5. 22. 수요일 07:58
전문기술 의뢰소에서 제작 불가능한 아이템은 안보이게 해주세요!,전문기술 의뢰소에서 제작 불가능한 아이템은 안보이게 해주세요!,2019. 5. 22. 수요일 00:47
솬선 제자리,제자리면 제자리답게 그자리에서 안움직이면 좋겟습니다ㅡㅡ,2019. 5. 22. 수요일 00:03
패치다운로드 안됨,유플러스 갤럭시5지 이용자인데 자꾸 다운로드가 안됩니다. 추가 패치할려고만하면 자꾸 이렇게 되는데 빨리 해결해주시죠,2019. 5. 21. 화요일 19:12
"일일퀘스트 주간퀘스트, 보상 상향 건의",일일퀘스트 R급 2500원 주는거 말고 ..,2019. 5. 21. 화요일 18:24
=서버이전권관련 건의=,운영진분들 서버이전권판매로 월급봉투가 두둑해지셨나요..,2019. 5. 21. 화요일 17:30
복귀유저에게,2렙에 주는 20강템이라도 지급해주세요,2019. 5. 21. 화요일 17:04
이벤트 시공 총완료 불가능,"이벤트시공 완료횟수가 총 54회, 일일1회제한 5월9일부터 6월5일까지 26회...이게 가능한가요?",2019. 5. 21. 화요일 15:54
카마엘 변경권 요청,"기존 유저랑 전투력차이가 너무 심하게 차이나서 솔직히 완전 신규캐릭보다는 변경권을 주는게 낫다 봅니다. 장비,아티팩트,아가시온,펫 등등 캐쉬관련 컨텐츠는 이전해주고 레벨,명예,업적,룬,엘릭서,스킬 등등은 초기화 하는 조건으로 캐릭변경이 되었으면 합니다.",2019. 5. 21. 화요일 14:40
채던,채던1체뿐이라사람들너무많이있어채던하기힘드내요.2체까지좀부탁합니다,2019. 5. 21. 화요일 14:18
2차 전직 관련,카마엘이 나오는데,2019. 5. 21. 화요일 14:17
확인부탁드립니다,네오마스터패키지를 구매했는데  결제는 되었는데 들어오지 않았습니다 확인부탁드립니다,2019. 5. 21. 화요일 13:58
전문화 변경,전문화 변경 할수 있게 해주세요 대장장이는 전문화 레벨업 하기가 넘 어렵습니다 전문화 체인지 할수 있게 해주세요,2019. 5. 21. 화요일 13:50
카마엘 이벤트 진행요청,카마엘을 미리 경험해 보고 싶은데,2019. 5. 21. 화요일 10:39
아티팩트세트개수2-3개늘려라,총갯수는40개정도만들어놓고 세트는7개 장난치나 몇달째건의하는데,2019. 5. 21. 화요일 10:02
솬석던전,제자리하는경우가 많은데 왜 찔끔찔끔 옮겨가다가 몹이 안와서 팅기게 만드나요ㅡㅡ,2019. 5. 21. 화요일 08:33
방어구(코스듐)벗겨짐,던전. 들어갈때마다 벗겨짐,2019. 5. 21. 화요일 01:04
코스튬 관련,코스튬이 지 멋대로 벗고 잇는데 이거 왜 그런가요....,2019. 5. 21. 화요일 00:39
인베토리,인베토리  확장시켜주세요. 원래 총 600칸이잖아요? 300칸 정도 더 확장시키면 안될까요.모두합해 900칸.^^,2019. 5. 21. 화요일 00:31
화면 깨짐,"던전 이동,사냥시 화면 무지 번쩍번쩍 깜박거리면서 깨짐현상 있어요",2019. 5. 21. 화요일 00:04
안녕하세요 건의사항 하나 있습니다,먼저 수고 많으십니다,2019. 5. 20. 월요일 20:29
발라카스이전권 판매일을 늘려달라,발라카스이전권을 팔앗다 닫았다 하시는데 그러지마시고 날짜를 정해서 그날까지 구잊할수있게 조정부탁드립니다.사람 간보는것도 아니고 장난하십니까?,2019. 5. 20. 월요일 18:15
도대체 버그 언제 고쳐주냐?,****들아 버그좀 고쳐 패키지 섭이전권 팔생각 말고 이 개쓰레기들아,2019. 5. 20. 월요일 16:21
섭이전.서버밸런스붕괴,섭통하면 이전자체를못하게하던가,2019. 5. 20. 월요일 16:10
아가시온,특수기능 아가시온이 나오면 좋을듯해요 힐링보조도해주고 공격력올려주고 크리올려주고 사는 특성아가시오니요,2019. 5. 20. 월요일 14:57
토파즈 재화 돌려주세요,아인하사드 자넬라 캐릭,2019. 5. 20. 월요일 12:37
정예던전 앨리트 몹 시간개선,10분이 넘 짜증난다 ,2019. 5. 20. 월요일 11:56
S10 5g 추가패치 다운로드가 안됩니다,으,2019. 5. 20. 월요일 10:18
필드보스 건의합니다,아스문트 잡기 너무 힘드네요 고투력 서버이전으로 다빠져서 ...,2019. 5. 20. 월요일 09:08
강화,해도해도 너무하다고 생각안함? 케릭복도없는데 주문서 다쓰고도 강화가안되니 20강에서 보너스가 30프로인데 도대체 강화가 되는거유 머유 돈벌생각만하지말고 쉽게쉽게좀 합시다 있는유저도 다떨어지는판에..곡 망하겠네 1년안으로 ㅋㅋ 렉에 팅기고 버그에 움직이도 못하고 제자리있는게 유일하게 강화나 장비업굴할때인데 이놈에게임은 제대로 되는게 없어 이벤시공도 못하고 그나마 좋은유저님 만나면 간신히 돌고 내게시글에10강도 안된다고 쓴글이 아직도 있는데 아직도 강화못하였소 니미럴 돈을벌라면 유저을 생각하면서좀 벌자 오직하면 이름좋은 넷마블을 돈마블이라고할까 그만큼 유저에게 월급받고 보너스받고 했음 상황에 맞는 게임을좀 만들자 잘길수있는 머 기대1도없지만 이제 돈안쓰고 그냥 할란다 어차피 망해서 간신히 유지하는데 ㅋㅋ,2019. 5. 20. 월요일 08:32
이상한나라엘리스이벤 상점 아이템구매횟수늘려라,포인트쌓인다,2019. 5. 20. 월요일 07:03
망각의모래,망각의모래 구할수있게해주세요 게임내 구성품인데 구할수가 없어요,2019. 5. 20. 월요일 06:35
성장28일짜리구매했는데 28일이 않됐는데,28일이 않됐는데 종료됐다는게 말이야 말걸리야 진짜 어의가없네 장난하나,2019. 5. 19. 일요일 22:07
혈맹 명성 활용할수 있게해주세요,오픈때부터 있던 혈맹 명성은 아무 쓸대도 없는데 활용할수 있게 해주세요,2019. 5. 19. 일요일 21:19
공성전티켓 상품좀 업그레이드하자,때가  어느때인데  초창기  공티상품이  변한게  없냐???,2019. 5. 19. 일요일 20:37
모바일게임맞나요?,모바일 게임 치고는 너무 많은,2019. 5. 19. 일요일 19:02
섭이전 후 닉네임,닉네임을 바꾸려고하는데 닉네임중 특문이 다 붙어잇고 특문이 안붙은 깔끔한 닉네임은 없는데 왜 변경이 안되는건가요?,2019. 5. 19. 일요일 15:47
이벤트시공,누구를 위한 이벤트인가요? 투력400으로도 못깨는 이벤트를 아무리 파티로 하자만  저랩 유저들은 그림에떡! 매칭으로 갈라고 하면  투력이 안돼면  다 나가머리는 하루종일 매칭만 하다 짜증나고 쉬움 어려움으로 구분을 하던가  좀 생각좀 하시길,2019. 5. 19. 일요일 15:35
혈맹 관리 - 혈맹 홍보 개선 요청,혈맹 관리 중 혈맹 홍보 기능 개선 요청드립니다.,2019. 5. 19. 일요일 15:13
접속장애보상제대로하세요,어영부영 넘어가려고하지말고 보상제대로하세요,2019. 5. 19. 일요일 09:59
티켓작작좀해라 영자 씨브레야,장난이냐 얼마야 티켓 유저들 돈뜯어같음 일요일 이벤트 적당히 해야징 영자야 갖고노냐 티켓갖구 씨브레야!!!!,2019. 5. 19. 일요일 04:43
캐릭터 이름변경권에 대해,캐릭터 이름변경권이 1회성이라고는 하나 또다시 이름을 바꾸길 원하는 유저들이 많을꺼라 생각합니다  그이유는  혈맹의 이름을 따서 전체적으로 혈원끼리 혈이름을  따서 이름을변경 하엿으나 부득이한 이유로 혈에 남아있지못하고 혈이동을 한다던지  업데이트가 마음에 안들어서 더이상 게임에흥미를 일어 게임자체를 접는 유저가 많코 캐릭을 지금것 키운것이 아까워 지인들에게 자기캐릭터를 넘기는 유저가 많을꺼라 생각 하기때문 입니다 하지만 지금 시스템에선 1번 바꿈 캐릭터에 대하여  닉변경권이  판매되지 않코 있어 불평함을 격고 있는 유저가 많을꺼라 여겨집니다 캐릭터 이름변경권 구매가 1회성이 아닌  유저가재 구매를 원하면 재구매할수 있게 해줘야된다고 생각합니다  ,2019. 5. 19. 일요일 04:32
정화의 기운이 깃든 바위 젠 시간 너무 한거 아닙니까,나올 생각을 안하네,2019. 5. 18. 토요일 22:41
캐릭터선책창에서 게임하기안눌리는거 안고치나요???,알고는있는지 궁금하네요,2019. 5. 18. 토요일 21:53
시공 창조의 신전 요일 이동 건의합니다.,포자랑 같이 하다보니 전혀 창조는 하지 못하게되네요.,2019. 5. 18. 토요일 17:30
2차 전직퀘좀 최적화 해주세요,2차 전직하다가 접겠습니다 무슨 퀘가 이렇게 많나요,2019. 5. 18. 토요일 09:15
신규캐릭도 정복자의 전당 이용할 수 있게 해주세요,카마엘 나오면 정복자의 전당 이용할 수 있게해주세요,2019. 5. 18. 토요일 09:12
이거 모델링 잘못된거 맞죠?,코스튬은 사놓고도 취향이 아니라 안입어서,2019. 5. 18. 토요일 06:53
계정창고 확장 해주세요...,계정창고좀 확장 해주세요~~,2019. 5. 18. 토요일 06:40
아가시온,5월 쿠폰 이벤  ㅡ  아가사온 일반 sr  선택 상자 한개만 주세요 ㅜㅜ  아무리 합성해두 한아이가 안나와요 ㅠㅠ 플리즈  ♡,2019. 5. 18. 토요일 03:32
이벤 거울파편,어디다가씀ㅡㅡ벌써 다바꿧는데 6월 5일까지 머해?,2019. 5. 18. 토요일 02:09
시공던전 혼자 입장 가능하게 해주세요, ,2019. 5. 18. 토요일 00:15
자요나 시공이나 이거 짐 컨텐츠 안고치나요;;,시공 자동매칭은,2019. 5. 17. 금요일 20:56
자켄좀 11시에 나오게해주세여,이제 풀릴때도됫구만,2019. 5. 17. 금요일 19:25
이번 집혼 이벤......잔머리,집혼 너무 유저 다야털이용 아님?..보통은 옵변이벤후 렙업이벤이 정상이지 않나요...이건 미리 렙업한 이벤 집혼들 옵변 무조건 할수 밖에 없게 만드는 잔머리...,2019. 5. 17. 금요일 17:10
신규 패키지에 대한 건의, ,2019. 5. 17. 금요일 13:58
게임사는 운영정책대로 운영을 해주셨으면 합니다.,"제4조 “회사”의 권리와 의무
① “회사”의 권리
1. “회사”는 “게임” 내/외적으로 비정상적인 현상이 발생할 경우 “게임”의 일부 혹은 전부를 일시적으로 중단하거나, 접근을 제한할 수 있습니다.
2. “회사”는 “약관” 및 “본 운영정책”을 위반한 “회원”에 대해 “약관” 및 “본 운영정책”에 따른 제재를 적용할 수 있습니다.",2019. 5. 17. 금요일 13:36
윈드라이더 크리리컬챈스 수정 부탁드립니다.,만들다 만건가요? 거의 유저 농락수준인데요,2019. 5. 17. 금요일 12:25
소환석 건의합니다.,GM님 혹시 비즈 소환석은 계획에 없으신가요?,2019. 5. 17. 금요일 11:30
타섭이라 신고가 안되네여,비매너 채팅 신고합니다,2019. 5. 17. 금요일 10:40
아데나던전,다른건 ㄷㅏ 업뎃하면서 아데나던전은 왜 방치하는겁니까?? 아데나던전도 업뎃해달란말입니다!!! 너무 속 보이는거 아님꽈~??!!ㅜ.ㅜ 언제 영웅찍고 그대로인지 기억도 안납니다!! 넘하신다 생각 안하나영..ㅜㅜ 전설 신화 등등.. 만들어쥬떼효~~ 네~?? 네네네네~????,2019. 5. 17. 금요일 09:38
탈리스만강착개수2개는늘려라,조합식이면 다른부족한부분채울려니짜증난다진짜,2019. 5. 17. 금요일 09:02
혈맹레벨업 이벤트 건의,새 보금자리를 찾아 서버간의 대이동이 시작되엇지만 정작 이주한 사람들에대한 편의가 없네요,2019. 5. 17. 금요일 01:07
악마형 활 이펙트 크기!!,강화가 되다 만거마냥 이펙트 울렁임이 작아요.태가 안남..,2019. 5. 17. 금요일 00:16
닉변권 사라졌어요 다시주세요,우편함에 닉변권이 사라졌네요 다시주세요,2019. 5. 16. 목요일 22:51
개발자들이 이해안된다 똥멍청이인가,주간퀘 스크롤퀘 이동하는거리에 찡기고 멈추는거 장애물들 때문에 그런거아니가?,2019. 5. 16. 목요일 21:14
계정창고,계정창고좀 늘려주세요..... 제발!!!!,2019. 5. 16. 목요일 21:08
하딘섭 할맛 안나네,오늘 섭다 5번째인가?,2019. 5. 16. 목요일 20:31
쿠폰쪼잔하게하지말자고, 마프르가호ap물약꼴랑2개,2019. 5. 16. 목요일 20:04
2렙에 주는 20강템,복귀유저에게 줘야되는거 아닙니까,2019. 5. 16. 목요일 13:46
엘리스 시공 보상교환좀 늘려주세요, ,2019. 5. 16. 목요일 12:55
동맹 요새 공유나 요새수 추가부탁드립니다.,지금까지 두차례 서버통합이 되어서,2019. 5. 16. 목요일 11:19
마블님,중립끼리 살수 있는 섭 만들어주세요,2019. 5. 16. 목요일 09:45
사생대회 참여후 서버이전 닉변시 보상어케주나요,서버이전 전에 사생대회 참여했는데,2019. 5. 16. 목요일 08:26
발라섭이전권,왜못사나요ㅡㅡ 내놔라!!,2019. 5. 16. 목요일 08:05
학살.사냥.용맹 특성 좀 올려주세요,쓰라는겁니까?? 시대가 바꼈는데 왜 구닥다리버젼으로 쭉가나요 가성비 쓰레기네요 투자할가치가 장비수집빼곤 돈낭비예요 좀  쓸모있게 업데이트좀 합시다,2019. 5. 16. 목요일 07:12
자유공성전 만들어주세여 ㅎ ㅎ,자유요새전은 있는데 왜 공성전은 없나요?,2019. 5. 16. 목요일 01:17
집혼초월 성공율 / 강화재료,먼저... 집혼 초월 성공율이 두번째부터 50%인데도 실패가 너무 많습니다.. 누적 제로 고려해 주실수는 없나요.? 다른 컨텐츠는 그렇지 않자나요... 집혼초월은 아덴도 많이 들어갑나다...,2019. 5. 15. 수요일 23:46
두근두근이벤트누가기획했냐 너네월급도랜덤으로주리마프1개가모냐,거지발사개야 욕1쳐먹을려구별쇼를다하네,2019. 5. 15. 수요일 23:32
오만탑지하전당 케릭사망시 밖으로 나가게 해주세요,저녁시간마다 혼잡하여 들어갈수가 없네요,2019. 5. 15. 수요일 23:12
아니 접속 불안한데....,공지도 안띄우고 뭐하나요?,2019. 5. 15. 수요일 22:02
이게 뭡니까.. 자꾸 팅기고 연결안되고, ,2019. 5. 15. 수요일 21:53
수확던전 7렙 정화의 기운이 깃든 바위 관련,정화의 기운이 깃든 바위 젠이 왜 안되죠 스샷에 보면 엘시움 광석은 5개나 젠이,2019. 5. 15. 수요일 21:26
쿠폰줄려면마프르가호20-30개씩달라,상자줘서꼴랑1개주지말고100개까지준다지만 이게임서버오픈하면서지금까지10개한번이고전부다5개이하다그러니마프르가호로100개씹달라 황금강화주문서말고 선택상자로주고,2019. 5. 15. 수요일 20:10
카마엘 변경권,레벨 명예 업적 룬 엘릭서 스킬 초기화하고 넘어갈수 있게 합시다. 전투력 개손해보더라도 넘어간다 ** 세이지 *같아서 못해먹겠다 동투력대비 댐지 반밖에 안나와서 아덴도 안모이고 딜러가 피흡무기 차고있음 힐러 힐보다 훨씬 많이찬다 ,2019. 5. 15. 수요일 19:34
몬스터 이펙트 안보이게 설정 가능하도록 해주세요.,제목 그대로 입니다.,2019. 5. 15. 수요일 16:49
계정 캐릭 이동건 부탁해요,계정에 캐릭을 다른 계정으로 이동할 수 있게 해주세요,2019. 5. 15. 수요일 15:43
GM쫏다가 가랑이 찢어질라.,이벤트 갈수록 층간소음 같냐?,2019. 5. 15. 수요일 14:50
UR등급전용장비선택상자, ,2019. 5. 15. 수요일 13:51
삼성덱스 사용 안되는거 고치실 생각이 전혀 없어요??,사무실에 덱스 없어요? 덱스 연결해서 그냥 게임 더블클릭 한번만 하면,2019. 5. 15. 수요일 12:26
장난하냐, ,2019. 5. 15. 수요일 12:09
비즈,밤새돌려도 1개많음 두개나와요.고렙분들은 남아돌겠지만 장신구 유알아직인 사람은 너무 안나와요.사냥해서 정말 드물게 마프하나주는것도..사냥에서 몹들이 특돌이나.비즈같은거마니줬으면좋겠어요.확율하면서 매번실패하는 특강이나초월도 힘들고 이벤트할때나 시공에서 어쩌다한번걸리는 특돌들..장비렙업해서 바를 돈도없고..표준 투력보다낮고.렙만올라가니.돈버는던전은 꿈도못꾸고..몬카도 실패연속....게임을조금더 재밋게하기위해서..올려봐요..꼭 들어주세요..,2019. 5. 15. 수요일 11:37
탐욕의전당,요새없는  유료아이템 유저들도 탐욕의전당 사냥할수있도록 해주셨으면합니다.,2019. 5. 15. 수요일 11:36
안드로이드만 지원하는 쿠폰 시스템.,안녕하세요. 블댄아재입니다.,2019. 5. 15. 수요일 11:16
부케잡아먹는 이벤트 한번 합시다,리니지에 부케 잡아먹는 이벤트 몇번했는데,2019. 5. 14. 화요일 23:20
운영자님 건의사항이요~~~~,안녕하세요 게임 너무 재미있게  잘하고있습니다 ㅎㅎ,2019. 5. 14. 화요일 21:54
집혼석옵션 요것도할인부탁해여..너무비싸요...,ㅠ.ㅠ선택권이300다야도아니고..,2019. 5. 14. 화요일 21:08
이벤트 기획 한 사람 회사 건물 꼭대기에서 뛰어 내리는 것을 건의 합니다.,맨날 이벤트 하면 노가다 거리만 더 만들어 놓고 이벤트라네....,2019. 5. 14. 화요일 21:03
라우풀수치? 만들어주세요,사람죽여서 카오기되는건 알겠습니다.,2019. 5. 14. 화요일 20:44
덱 변경시 모드라던가 물약세팅등 변경도 저장되게 해주세요,퀵덱이 나와서 정말 좋다고 생각하고 있습니다.,2019. 5. 14. 화요일 19:30
몸.대인 공격 설정에 대하여,"척살,편집모드에서 체크된 상대만 공격되어야 정상인데 왜 목을 공격하나요?",2019. 5. 14. 화요일 19:05
아티팩트세트종류별로하던가,총칸수를2.-3칸정도는더늘리던가,2019. 5. 14. 화요일 17:09
워리어 계열 쌍칼 창 초월건의,워로드 소드싱어 블레이드 댄스 슬레이어 < 이 4개 직업군이  유일하게 무기 종류가 2개인 클래스,2019. 5. 14. 화요일 16:49
발라카스 서버이전권에 대해 건의 드립니다.,현재 발라카스 서버이전권은 막아논 상태입니다. 정해논 판매수가 완료 되어서 막아놨다고 사료됩니다.,2019. 5. 14. 화요일 16:44
