title,contents,date
아니 채널늘려야할판에줄이냐,서버통합했으면채널늘려야할거아냐 안그럴거면통합왜했냐 4개채널이오늘반토막나냐채널수가,2019. 5. 23. 목요일 22:06
동맹원정 중간보스 잡을때 밟힙니다,"가디언이라고 보스가 밟는건가요?
탱이여서 어그로 끄는데 자꾸 밟혀서 잘 안움직여요
드워프라고 무시하지말아주세요
아프단말이에요",2019. 5. 23. 목요일 21:27
삼성덱스 실행 가능하게 패치 해라,삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라삼성덱스 실행 가능하게 패치 해라,2019. 5. 23. 목요일 18:51
룬10퍼 확률은 몇번을해야하는거예요?,"룬 10퍼  몇일째  각인을한데  확률이  ,, 몇번을해야  성공인가요?",2019. 5. 23. 목요일 18:49
결투장 순위,"결투장할때  순번좀 조정 안되나영
새로고침 맨날 상위 유저 찾는것도  힘드내영
결투장 누르면 오른쪽 유저 정보 4개중 
젤 위 첫번째 제 순위에서 할수있는 최고 순위를 고정으로 해주세영",2019. 5. 23. 목요일 18:30
운영자 아티팩트세트갯수늘리라고 언제까지해야늘리는데,또다이아소비하게처만들어놓고 세트갯수는그대로냐시댕아,2019. 5. 23. 목요일 14:38
보조직업좀,어차피 직업변경권안줄것같고 메인직업에 같은 중갑  로브 경갑끼리 보조직업 맨들어서 스킬섞어쓸수잇게해주면좋을듯 보조직업은 레벨 1부터시작해서 원하는스킬 같이낄수잇게 저랩존이나 게임활성화되게 지금 이제거의매일같은거하는 느낌,2019. 5. 23. 목요일 12:21
오픈때랑 별다를게 없네요,"오랜만에 복귀해서 저렙이고 저투력인데도 애정가지고 투자하며 키우고 있는데
요즘들어 오픈때랑 별다를게 없다는 생각이 드네요^^
  보스잡을때 범위공격 옆으로 피해서 벗어났는데도
맞아서 기절하고 매번 튕기고 캐릭터 선택창에서 게임시작 눌러도 가끔 먹통이고!
그러려니 하고 넘어가려는데 매일 이러니 답답하네요
모바일게임이라 퀄리티는 좋지않겠거니 정신승리 좀 하려는데 심해요
어떻게 휴대폰이 바뀌어도 몇년이 지나도 초심잃지않고 똑같아요?
그것도 어찌보면 대단한건가...
  유저들 덕분에 매번 최고매출 TOP10안에 드는데
당신들한테는 그게 급여아닌가요? 급여를 받았으면 그만큼의 노동을 하는게 맞는거죠
일말의 양심이라도 있으면 그만큼의 품질향상 좀 하세요~
  어째 오픈때랑 발전이 없는지ㅜㅜ",2019. 5. 23. 목요일 09:24
강화초월 추천드림.+35까지.,"3티어 이펙트를 더 초월에 초월할  일반강화 +35강.
  주문서12장에 이상한 재료 넣고 스타트~
  그 다음 당연히 재료 2배씩 들어가고...
  이펙트는 화이트 추천.
  가봅시다.",2019. 5. 23. 목요일 07:14
아티팩트세트갯수3개이상안늘리고소환상자만들지마라,현질유도도정도가있지 장난도정도가있지 또현질하게처만드냐,2019. 5. 22. 수요일 22:31
이번패치에 덱스도 고쳐줘요,고쳐줘요 쫌,2019. 5. 22. 수요일 21:07
운영자점검 10시전에는끝내라고,지들편하자고한창접해야할시간에점검질이가 장난치나 한두번건의한것도아니고점검새벽에끝내라고 낮에점검질하는 거는넷마블뿐일거다 내일보자 전화로  수십번해서 일찍끝나게해줄테니까,2019. 5. 22. 수요일 20:26
이거 어디다 써야 할까요?,  판매도  안대넹  ,2019. 5. 22. 수요일 20:19
단검쟁이만 그러냐?? 몹이안맞아 칼이짧은거니??,"붙어서때리면  몹이  좀  맞아야하는거아님???  자동으로  때리는데  데미지  안박히네?
그래서  더  가까이가서 후두러패야  맞는  거지같은 개버그  예전부터 그런건데  언제 고쳐줄래?? 자동하면  더가까이붙어서 때리게하던지 아...스트레스받아",2019. 5. 22. 수요일 18:32
유알장비는분해왜안됌,유알장비는왜분해안돼여?,2019. 5. 22. 수요일 17:37
복구기한지난 삭제케릭 복구할수있는 패키지만들어주세요,"케릭 삭제후 복구기한지나서 복구못하는 케릭을 위해 복구패키지만들어주세요
 ",2019. 5. 22. 수요일 15:47
다시 말씀 드립니다. 당신들이 운영정책을 만들었으면 그대로 시행하세요,"      https://help.netmarble.com/web/lineageII/policy
  운영정책에 분명히 불법 프로그램 (각종매크로 포함)을 이용할시 1차로 3일 정지 게임정보 초기화 2차 7일정지 게임정보 초기화 라고 명시 해놓고 왜 명시한데로 이행하지 않는거죠?
2019년 4월10일에 매크로 사용자들 적발했다고 공지 하고선 1차 경고만 하셨고 어제 2차 경고 하셨으면서 1일 정지?? 도대체 무슨 근거로 1차는 경고고 2차는 1일 정지 인가요? 그냥 당일에 운영자들 기분에 따라 정해지는 건가요??
이거는 명백히 잘못된거 아닌가요? 유저들이 만든 운영정책도 아니고 당신들이 그것도 올해초에 저렇게 공지 해놓고선 공지한데로 시행하지 않는다면 유저들 또한 당신들이 공개한 강화 확률이나 아이템 확률 또한 공지만 하고 멋대로 변경한다고 의심해도 합리적인 의심이 되는거 아닌가요? 또한 어제 1차 정지 당한 유저들 또한 도대체 당신들이 무슨 근거로 우리를 정지 하냐고 따져도 합당한거 아닌가요?
  어떻게 설명할건가요? ",2019. 5. 22. 수요일 15:07
뿔피리...마프르 지역 몹...,"뿔피리 먹고,,2배적용 받고..마프르 나오는 지역 몹을 3시간 잡아도..마프르 조각 하나 안나오면...뿔피리 2배적용이 맞긴하나여??
  예전엔 2배적용받고,뿔피리 하면,..못해도 3시간에 조각이라도 30~40개 먹었던거 같은데...1개도 안나오네여..
그럼 ,,뭐하러 뿔피리..하나여...너무 안나오네여...ㅠㅠ..",2019. 5. 22. 수요일 12:53
지하전당 개선바랍니다,"지하전당 템드랍 확률 아데나 상향좀요 크게 메리트를 못느낌 몹은 엄청쌘데
오만지하2창보다 안좋은거 같음 ㅇㅇ
 ",2019. 5. 22. 수요일 12:23
토파즈 재화 돌려주세요,"아인하사드 자넬라 캐릭
토파즈 재화로 전투코끼리소환석을 산 기록이 있는데
잘못눌럿습니다 ㅠㅠ돌려주세요~",2019. 5. 20. 월요일 12:37
정예던전 앨리트 몹 시간개선,10분이 넘 짜증난다 ,2019. 5. 20. 월요일 11:56
S10 5g 추가패치 다운로드가 안됩니다,으,2019. 5. 20. 월요일 10:18
필드보스 건의합니다,"아스문트 잡기 너무 힘드네요 고투력 서버이전으로 다빠져서 ...
코어작끝나면 진뺄의미가 없는것이죠
  건의합니다
4등급탈리나 하다못해 r등급 아가시온이나
머 이런거 드롭되게 해주세요 어째 아이템은 다 사야합니까 ~?
활성화될수 있게 어떤방식이든 지금보다 나은 보상으로 수정요청드립니다",2019. 5. 20. 월요일 09:08
강화,해도해도 너무하다고 생각안함? 케릭복도없는데 주문서 다쓰고도 강화가안되니 20강에서 보너스가 30프로인데 도대체 강화가 되는거유 머유 돈벌생각만하지말고 쉽게쉽게좀 합시다 있는유저도 다떨어지는판에..곡 망하겠네 1년안으로 ㅋㅋ 렉에 팅기고 버그에 움직이도 못하고 제자리있는게 유일하게 강화나 장비업굴할때인데 이놈에게임은 제대로 되는게 없어 이벤시공도 못하고 그나마 좋은유저님 만나면 간신히 돌고 내게시글에10강도 안된다고 쓴글이 아직도 있는데 아직도 강화못하였소 니미럴 돈을벌라면 유저을 생각하면서좀 벌자 오직하면 이름좋은 넷마블을 돈마블이라고할까 그만큼 유저에게 월급받고 보너스받고 했음 상황에 맞는 게임을좀 만들자 잘길수있는 머 기대1도없지만 이제 돈안쓰고 그냥 할란다 어차피 망해서 간신히 유지하는데 ㅋㅋ,2019. 5. 20. 월요일 08:32
이상한나라엘리스이벤 상점 아이템구매횟수늘려라,포인트쌓인다,2019. 5. 20. 월요일 07:03
망각의모래,"망각의모래 구할수있게해주세요 게임내 구성품인데 구할수가 없어요
 ",2019. 5. 20. 월요일 06:35
성장28일짜리구매했는데 28일이 않됐는데,28일이 않됐는데 종료됐다는게 말이야 말걸리야 진짜 어의가없네 장난하나,2019. 5. 19. 일요일 22:07
혈맹 명성 활용할수 있게해주세요,"오픈때부터 있던 혈맹 명성은 아무 쓸대도 없는데 활용할수 있게 해주세요
명성도에 따라서 입장 가능한 컨텐츠를 만들어 주셨으면 합니다
명성도에 따라서 요새를 보유안해도 일주일에 1회~3ㅎ 탐욕 입장이 가능 했으면 합니다",2019. 5. 19. 일요일 21:19
공성전티켓 상품좀 업그레이드하자,"때가  어느때인데  초창기  공티상품이  변한게  없냐???
아데나도  팍팍  넣고  수확던전에서  나오는  품목들도좀  넣고
공티상품좀  고급스럽게  바꾸자
니들  상품팔아먹으려는  맘은  알겠지만 어지간이좀  하자
이제  좀  고급스럽게  바꿀때  되지 않았냐???
이런  사소한거  하나때문에  유저들  떠나고  후회하지말고",2019. 5. 19. 일요일 20:37
모바일게임맞나요?,"모바일 게임 치고는 너무 많은
렉이 많습니다. 업뎃으로 과금유도만 하지마시고
각종 버그 렉  멈춤 팅김현상을 좀 생각도 해주세요.
  모바일 게임 치고는 너무 고사양 아닌가요?
스잘때기없는 
펫! 망토! 아티팩트! 고스튬! 전문기술! 
쓰잘대기없는 각종 무기 방어구 악세!
  최대한 좀 이리저리 싸지르지만 말고 좀!
서버안정화에 힘써주세요! 
  마지막으로! 검방착용 클레스!
방패에도 임팩트 주세요! 아니면 방패 이미지
버리든가요! ( 던지기라도 하던지 방패막기라도
하던지 ) 쓰잘대기없으니까!
  말은 검방이지! 왜 검에만 빛나냐! 이름은 검방인데!
너네들한테 기대는 안하지만 뽀대라도 좀 인정받자.
온통 느려터지고 답답한 검방..",2019. 5. 19. 일요일 19:02
섭이전 후 닉네임,"닉네임을 바꾸려고하는데 닉네임중 특문이 다 붙어잇고 특문이 안붙은 깔끔한 닉네임은 없는데 왜 변경이 안되는건가요?
   ",2019. 5. 19. 일요일 15:47
이벤트시공,누구를 위한 이벤트인가요? 투력400으로도 못깨는 이벤트를 아무리 파티로 하자만  저랩 유저들은 그림에떡! 매칭으로 갈라고 하면  투력이 안돼면  다 나가머리는 하루종일 매칭만 하다 짜증나고 쉬움 어려움으로 구분을 하던가  좀 생각좀 하시길,2019. 5. 19. 일요일 15:35
혈맹 관리 - 혈맹 홍보 개선 요청,"혈맹 관리 중 혈맹 홍보 기능 개선 요청드립니다.
  혈맹 홍보 시 홍보 창 출력 문구 
기존 : < 혈맹 정보 > >>혈맹명<< 혈맹의 혈맹원 모집
변경 : < 혈맹명 > 모집 홍보 문구 20자 내외 정도 직접 입력 
  혈맹 홍보 시 홍보 창에 혈맹 이름만 달랑 출력 됩니다.
  혈맹 홍보 문구를 직접 입력 할 수 있게 개선 부탁드립니다.
  이상입니다.",2019. 5. 19. 일요일 15:13
접속장애보상제대로하세요,어영부영 넘어가려고하지말고 보상제대로하세요,2019. 5. 19. 일요일 09:59
신규 패키지에 대한 건의,"  신규 패키지 출시 텀이 너무 빠릅니다.
  용돈이 한정적이라 갈기사자나 전투코끼리 살 틈도 없습니다.
  할로윈이나 배트맨 처럼 지나간 패키지들을 좀 다시 내놓으시고 숨 좀 고를 시간을 주시기 바랍니다.
  이상 거지 유저가.",2019. 5. 17. 금요일 13:58
게임사는 운영정책대로 운영을 해주셨으면 합니다.,"제4조 “회사”의 권리와 의무
① “회사”의 권리
1. “회사”는 “게임” 내/외적으로 비정상적인 현상이 발생할 경우 “게임”의 일부 혹은 전부를 일시적으로 중단하거나, 접근을 제한할 수 있습니다.
2. “회사”는 “약관” 및 “본 운영정책”을 위반한 “회원”에 대해 “약관” 및 “본 운영정책”에 따른 제재를 적용할 수 있습니다.
② “회사”의 의무
1. “회사”는 “회원”이 안정적으로 “게임”을 이용할 수 있는 환경을 제공할 의무를 부담합니다.
2. “회사”는 “약관”, “본 운영정책” 및 넷마블 개인정보 처리방침을 준수합니다.
3. “회사”는 “회원”으로부터 “게임” 내 발생할 수 있는 모든 형태의 버그를 제보 받으며, 이를 확인하고 수정할 의무를 가집니다.
4. “회사”는 건전한 게임문화 정착, 유해정보로부터의 청소년 회원의 보호, 명예훼손 등 특정 회원의 권리 침해방지를 위해 적절한 조치를 취할 의무를 부담합니다.
5. “회사”는 보유중인 “회원”의 개인정보(신상정보, 비밀번호 등)를 보호할 의무를 부담합니다. “회사”는 보유중인 “회원”의 개인정보를 수집목적을 넘어서 사용하거나 무단으로 수정 혹은 공개하지 않습니다. 단, 사법기관의 정식 협조요청이 있는 등 법률상 공개의무가 있을 시에는 해당 의무범위 안에서 “회원”의 개인정보를 제공할 수 있습니다.
6. “회사”는 “회원”의 문의 및 요청 사항에 최대한 친절하고 신속하게 응대합니다. 단, 공개적으로 알려진 “게임” 내 정보 외 추후 업데이트에 대한 사항, “게임” 특성상 공개가 불가능한 내용에 대해서는 제한적인 답변을 드리거나, 답변을 드리지 않을 수 있습니다. 특히, “게임” 내 “아이템” 거래내역이나 레벨업, 합성, 승급, 강화, 특성강화, 옵션변경, 초월, 조합, 제작 등 “게임” 이용내역은, 현행 법률상 제공의무가 있거나 “회사”가 특별한 사정이 있는 것으로 인정하는 경우 외에는 제공하지 않습니다.
7. “회사”는 중립적인 위치에서 주어진 역할을 수행하며, “회원” 간 분쟁에 개입하지 않습니다. 다만, “회원”간 분쟁이 “본 운영정책”을 위반하거나 “회원”간 분쟁으로 인하여 정상적인 운영이 어렵다고 판단되는 경우에는 중립적인 입장에서 사안에 대해 검토한 후, 필요한 조치를 행할 수 있습니다.
  <부칙>
""본 운영정책""은 2019년 2월 28일부로 적용됩니다
  =======================================================================================
  어지간하면 이런글을 적지 않는데 조금 심하다 싶어서 몇자 끄적일까 합니다!
  생각 보다 많은 유저가 공짜가 아닌 유료로 그것도 한달에 적지 않는 돈을  내어 가며 게임을 합니다. 
특별히 아주 기본적이다 할수 있는 4.4 과금 이건 많은 유저가 하루 종일 핸드폰을 잡고 게임을 하지 못하기에 
안정적으로 몇시간씩 게임이 돌아 간다는 전제 하에 아이템을 조금더 먹기 위해서 돈을 지불하고 이용을 합니다. 
  그런데 게임사는 별도의 공지! 가 거의 되지 않은 상태에서 패치를 하게 되면 오토를 돌려 놓고 다른 일을 하던 유저 입장에서
돌아왔을때 허탈하고 기분이 상당히 나쁩니다.! 
  모든 패치가 모든 유저가 인식할수 있는 정확한 공지 하에 진행이되지 않을 거라 인정합니다. 
  그런데 제가 봤을때 본 게임사는 유저들이 안정적으로 게임을 하기 위해서 노력 하기 보다는 
자신들의 편의와 자신들의 이익을 위해서만 게임을 운영하는듯 보입니다. 
(거의 모든 패치가 패치 짧게는 몇분전에 혹은 몇십분전에 혹은 패치하고 공지 하는 식으로 운영을 한걸로 기억합니다.)
그렇다면 돈을 내고 이용할 필요가 없지 않을까요? 
  공식 커뮤니티를 보아도 알수 있지 않습니까?
생각 보다 많은 유저가 불이익을 당하고 있음을 호소 함에도 불구하고  ""옛다 사탕이나 하나 먹고 입 다물라"" 하는 식으로 작은 보상 몇개 던져 주고 가타부타 설명도 하지 않고 마무리 하는건 좀 아니다 싶지 않나요? 그건 유저들을 기만하는 행위 처럼 느껴지지 않나요?
  2019년 2월 28일부터 운영정책이 적용된다! 이렇게 하겠습니다. 이야기 하고선 3달도 되지 않은 상태에서 3달이 뭡니까.. 저거 적용되는 당일부터 아니 그걸 만들면서도 저렇게 공지만 해야지.. 그리고 우리는 안지켜야지 이런 느낌 밖에 들지 않습니다. 
제발! 당신들의 권리만 이행하지 말고요!!!
  운영정책을 변경하든 아니면 정말 유저들이 안정적으로 게임할수 있도록 혹은 문의및 요청을 적극적으로 반영을 하는 모습을 보이든지 택일 해주었으면 합니다. 
   ",2019. 5. 17. 금요일 13:36
윈드라이더 크리리컬챈스 수정 부탁드립니다.,만들다 만건가요? 거의 유저 농락수준인데요,2019. 5. 17. 금요일 12:25
소환석 건의합니다.,"GM님 혹시 비즈 소환석은 계획에 없으신가요?
소환석 1개당 비즈 드랍율 10개정도로 해서요
비즈 무ㄹ약도 하나 만드시고요
비즈 작업하는데 밤샘하면 10개정도 나와요 
코어도 밤샘하면 소환석 1개의 양만큼 나오잖아요
답변 부탁드립니다.",2019. 5. 17. 금요일 11:30
타섭이라 신고가 안되네여,"비매너 채팅 신고합니다
더불어
타섭이라도 아이콘 눌렀을때 신고 뜨게 해주세요
신고처리결과도 알려주시구요 ",2019. 5. 17. 금요일 10:40
아데나던전,다른건 ㄷㅏ 업뎃하면서 아데나던전은 왜 방치하는겁니까?? 아데나던전도 업뎃해달란말입니다!!! 너무 속 보이는거 아님꽈~??!!ㅜ.ㅜ 언제 영웅찍고 그대로인지 기억도 안납니다!! 넘하신다 생각 안하나영..ㅜㅜ 전설 신화 등등.. 만들어쥬떼효~~ 네~?? 네네네네~????,2019. 5. 17. 금요일 09:38
탈리스만강착개수2개는늘려라,조합식이면 다른부족한부분채울려니짜증난다진짜,2019. 5. 17. 금요일 09:02
혈맹레벨업 이벤트 건의,"새 보금자리를 찾아 서버간의 대이동이 시작되엇지만 정작 이주한 사람들에대한 편의가 없네요
  혈맹 새로 생성해서 키워가는사람들에게 혈맹성장에대한 이벤트좀 햇으면 좋겟습니다
  새로 생성시 
1.혈랩 10~15 정도로 시작
2. 혈맹 경험치 50%상승
3. 피증및 스톤이나 혈맹골드 어느정도 지원
감사합니다",2019. 5. 17. 금요일 01:07
악마형 활 이펙트 크기!!,"강화가 되다 만거마냥 이펙트 울렁임이 작아요.태가 안남..
피자 미디엄과 라지의 차이라고나 할까..
확인하고 다른 활들처럼 이펙트좀 정상 크기로 키워죠요!!
인간형 무기 나왔을때도 활이펙트 째깐했다가 크기 키워놓고..악마형때도 그러요??
사람인게..사람이 실수 할수도 있지.그럼!!
근데 말이요.실수를 반복하면 거 문제 있는거 아니요?
  p.s. 당근무기 코스튬도 이펙트 째깐한거는 알죠??",2019. 5. 17. 금요일 00:16
닉변권 사라졌어요 다시주세요,우편함에 닉변권이 사라졌네요 다시주세요,2019. 5. 16. 목요일 22:51
개발자들이 이해안된다 똥멍청이인가,"주간퀘 스크롤퀘 이동하는거리에 찡기고 멈추는거 장애물들 때문에 그런거아니가?
가는길은 정해져잇으닌깐 그것들만 없애면 될껀데 왜 안없애는거지?몹은 길위로 못지나가게 햐고 
나무나 돌은 지워버리던지 한쪽으로 치우던지
머리 안돌아가는거가 아니면 욕이 먹고싶은거가 자동퀘왜하겟노 편하게 할려고하는건데 계속 신경쓰이게 하는이유는머냐? ",2019. 5. 16. 목요일 21:14
계정창고,계정창고좀 늘려주세요..... 제발!!!!,2019. 5. 16. 목요일 21:08
하딘섭 할맛 안나네,"오늘 섭다 5번째인가?
  하딘섭 섭다한 수대로 마프 랜덤상자 지급하라.
   ",2019. 5. 16. 목요일 20:31
쿠폰쪼잔하게하지말자고, 마프르가호ap물약꼴랑2개,2019. 5. 16. 목요일 20:04
2렙에 주는 20강템,"복귀유저에게 줘야되는거 아닙니까
배경템에 돈쓰고 떠났다가 돌아오니 새로키우는것보다 못함",2019. 5. 16. 목요일 13:46
몬스터 이펙트 안보이게 설정 가능하도록 해주세요.,"제목 그대로 입니다.
  눈이 아프고 엄청 거슬려요.. 
  안보이게 설정가능하게 해주세요.",2019. 5. 15. 수요일 16:49
계정 캐릭 이동건 부탁해요,계정에 캐릭을 다른 계정으로 이동할 수 있게 해주세요,2019. 5. 15. 수요일 15:43
GM쫏다가 가랑이 찢어질라.,"이벤트 갈수록 층간소음 같냐?
 ",2019. 5. 15. 수요일 14:50
UR등급전용장비선택상자,  유알분해를가능하게하든 특성선택폭을늘리든해주소 이게뭡니까 사용도못하게만들어놓고,2019. 5. 15. 수요일 13:51
삼성덱스 사용 안되는거 고치실 생각이 전혀 없어요??,"사무실에 덱스 없어요? 덱스 연결해서 그냥 게임 더블클릭 한번만 하면
바로 증상뜨는걸 이렇게 질질 끌고가는 이유가 뭐죠 도대체?
덱스 있으면 거짓말 안하고 게임 아이콘 찾고 실행까지 10초면 바로 증상 확인할수 있는 부분이에요
이렇게 질질 끌면 야근수당이라도 나오십니까?",2019. 5. 15. 수요일 12:26
장난하냐,        설명좀 해봐라 쌍놈들아,2019. 5. 15. 수요일 12:09
비즈,밤새돌려도 1개많음 두개나와요.고렙분들은 남아돌겠지만 장신구 유알아직인 사람은 너무 안나와요.사냥해서 정말 드물게 마프하나주는것도..사냥에서 몹들이 특돌이나.비즈같은거마니줬으면좋겠어요.확율하면서 매번실패하는 특강이나초월도 힘들고 이벤트할때나 시공에서 어쩌다한번걸리는 특돌들..장비렙업해서 바를 돈도없고..표준 투력보다낮고.렙만올라가니.돈버는던전은 꿈도못꾸고..몬카도 실패연속....게임을조금더 재밋게하기위해서..올려봐요..꼭 들어주세요..,2019. 5. 15. 수요일 11:37
탐욕의전당,요새없는  유료아이템 유저들도 탐욕의전당 사냥할수있도록 해주셨으면합니다.,2019. 5. 15. 수요일 11:36
안드로이드만 지원하는 쿠폰 시스템.,"안녕하세요. 블댄아재입니다.
  [♥두근두근♥ 5월의 쿠폰 이벤트 안내] ??
  뭔가 이벤트 쿠폰을 또 뿌린다고 이벤트가 올라왔군요.
  문제는요. 안드로이드는 최적화도 못하고
아이폰도 고사양에서나 잘 구동되는 이 레볼루션이
쿠폰은 아직도 안드로이드만 지원하고 있다는 겁니다.
  네.
물론 애플 앱 규정상 쿠폰을 사용하지 못하는건
게이머라면 모두 알고 있습니다.
그래서 타사 게임은 웹사이트 입력 / 채팅창 입력 등 다양하게 방안을 제공 해줍니다..
  매번 공썰/썰루션 도 힘겹게 녹스 / 공기계 / 지인 부탁 등. 어찌어찌 애플 유저들 겨우 받고 있는데
이걸 또 이벤트로 만들어서 당당하게 하시는군요...
  애플 유저 비율을 생각하고 진행하시는거 맞습니까?
  그냥 쿠폰 입력으로 욕먹고 유저들 번거롭게 하지말고..
예전처럼 점심 푸쉬 10일동안 보상 빵빵하게 주고 이런거 했으면 좋겠네요.
   ",2019. 5. 15. 수요일 11:16
부케잡아먹는 이벤트 한번 합시다,"리니지에 부케 잡아먹는 이벤트 몇번했는데
여기선 못하나?
한번하면 좋을거 같은디",2019. 5. 14. 화요일 23:20
운영자님 건의사항이요~~~~,"안녕하세요 게임 너무 재미있게  잘하고있습니다 ㅎㅎ
  하나 건의드리고싶은개요!!
  엘프 코스튬이요!! 무언가.. 막 이쁘고 화사하고 엘프의 여성성이 도드라지는 가슴이 파여있다던가,치마가 짧다거나
  하는 코스튬이 주를 이루고있는데요!!
  다 이쁘고 나오는 족족 잘 사서 입는 입장에서 불만은 아니지만 먼가 엘프도 쫄쫄이나 치마나 매이드복이 아닌
  멋있는 코스튬좀 나왔으면 좋겠어요!! 천으로 된것말고 갑옷같은거욯ㅎㅎㅎ
  갑옷도 가슴파인갑옷 허벅지드러나는 갑옷말고....ㅠㅠ
  한번 다음 코스튬 출시하실때 고려해주시면 감사하겠습니다 !!!!
 ",2019. 5. 14. 화요일 21:54
집혼석옵션 요것도할인부탁해여..너무비싸요...,ㅠ.ㅠ선택권이300다야도아니고..,2019. 5. 14. 화요일 21:08
이벤트 기획 한 사람 회사 건물 꼭대기에서 뛰어 내리는 것을 건의 합니다.,"맨날 이벤트 하면 노가다 거리만 더 만들어 놓고 이벤트라네....
  아니면 노가다 끝내고 받는 보상이 노가다를 하고 나서 받아도 뭔가 뿌듯함이 느껴 질만한 것을 주던지
  그러나 이 게임 자체의 아이템에는 유니크 한게 없으니 그런걸 줄 수도 없겠지만
  진짜 이벤트 개 똥 같다.
  옥상 올라가서 뛰어 내려라!
  바닥에 머리통 쎄게 한번 부딪히고 나면 똑똑해 질지도 모른다.",2019. 5. 14. 화요일 21:03
라우풀수치? 만들어주세요,"사람죽여서 카오기되는건 알겠습니다.
라우풀수치도 많이는 아니어도 3이나 5까지 만들어주고 그 안에서는 가책없이겜하면 좋겠네요!",2019. 5. 14. 화요일 20:44
덱 변경시 모드라던가 물약세팅등 변경도 저장되게 해주세요,"퀵덱이 나와서 정말 좋다고 생각하고 있습니다.
  추가로, 모드나 물약들 설정도 각 덱마다 저장이 되게 해주시면 편하게 될 듯 합니다.
  탐욕에서 적이 공격왔을때 편집모드로 변경하고 고물약으로 변경하고 하려니 정신이 없습니다.
  퀵덱을 눌렀을 때 모드도 저장해 놓은 편집 모드로 변경되고 물약도 저장해 놓은 고물약으로 바로 바뀐다면 빠르게 대처 할 수 있어서 더 좋을것 같습니다.
 ",2019. 5. 14. 화요일 19:30
펫도 보너스 뎀지.주삼여...,"이벤트 펫,아가시온도 착용하면(펫은 지원등록) 보너스 뎀지 주게끔 업뎃해주세여
 ",2019. 5. 12. 일요일 15:50
이벤트시공,아이폰 쓰는데 왜 이벤트 시공이 닫여있나요? ,2019. 5. 12. 일요일 13:14
